Unit,plot,Plot,Block,Species,Number,potID,uniqID,greenhouseSoil,seedID,quadrat,Quadrat,Soil,Soil2,Competition,Position,Year,Survival,Height,Rosette,nLeaf,nStem,leafDamage,leafLength,leafWidth,Area_week12
EAMO,3,EAMO#3,B,Cp,5,B-Cp-5,EAMO-B-Cp-5,EAMO,497,TL-HS-CA,TL,Home,Young,Absent,A5,2019,1,16.8,0,14,NA,3,9.9,3.2,31.68
EAMO,3,EAMO#3,A,Cp,2,A-Cp-2,EAMO-A-Cp-2,EAMO,509,TL-HS-CA,TL,Home,Young,Absent,D3,2019,1,40.6,0,18,NA,1,9.6,3.4,32.64
EAMO,3,EAMO#3,A,Cp,1,A-Cp-1,EAMO-A-Cp-1,EAMO,510,TL-HS-CA,TL,Home,Young,Absent,D4,2019,1,27.4,0,10,NA,0,8.8,3.9,34.32
EAMO,3,EAMO#3,D,Cp,2,D-Cp-2,EAMO-D-Cp-2,EAMO,524,TR-HS-CP,TR,Home,Young,Present,C4,2019,1,29.9,0,16,NA,3,10.4,4.2,43.68
EAMO,3,EAMO#3,E,Cp,3,E-Cp-3,EAMO-E-Cp-3,EAMO,525,TR-HS-CP,TR,Home,Young,Present,C5,2019,1,30.3,0,12,NA,0,9.8,3.9,38.22
EAMO,3,EAMO#3,C,Cp,3,C-Cp-3,EAMO-C-Cp-3,EAMO,529,TR-HS-CP,TR,Home,Young,Present,D4,2019,1,44.4,0,20,NA,3,10.7,4.1,43.87
EAMO,4,EAMO#4,C,Cp,1,C-Cp-1,EAMO-C-Cp-1,EAMO,603,TL-HS-CP,TL,Home,Young,Present,A3,2019,1,34.4,0,34,NA,0,9,3,27
EAMO,4,EAMO#4,F,Cp,2,F-Cp-2,EAMO-F-Cp-2,EAMO,612,TL-HS-CP,TL,Home,Young,Present,C3,2019,1,27.1,0,20,NA,0,11.1,3.7,41.07
EAMO,4,EAMO#4,E,Cp,1,E-Cp-1,EAMO-E-Cp-1,EAMO,616,TL-HS-CP,TL,Home,Young,Present,D2,2019,1,26.5,0,21,NA,0,8,3.9,31.2
EAMO,4,EAMO#4,F,Cp,3,F-Cp-3,EAMO-F-Cp-3,EAMO,622,TR-HS-CA,TR,Home,Young,Absent,A5,2019,1,42,0,16,NA,0,9.9,3.8,37.62
EAMO,4,EAMO#4,G,Cp,3,G-Cp-3,EAMO-G-Cp-3,EAMO,623,TR-HS-CA,TR,Home,Young,Absent,B2,2019,1,10.8,0,34,NA,0,5,2,10
EAMO,4,EAMO#4,F,Cp,1,F-Cp-1,EAMO-F-Cp-1,EAMO,636,TR-HS-CA,TR,Home,Young,Absent,D5,2019,1,28.7,0,28,NA,0,10.9,4.5,49.05
EAMO,1,EAMO#1,A,Cp,5,A-Cp-5,EAMO-A-Cp-5,EAMO,743,BL-HS-CP,BL,Home,Young,Present,B1,2019,1,16.4,0,6,NA,0,4.3,2,8.6
EAMO,1,EAMO#1,H,Cp,1-B,H-Cp-1-B,EAMO-H-Cp-1-B,EAMO,754,BL-HS-CP,BL,Home,Young,Present,D2,2019,1,17.2,0,12,NA,0,6,2.1,12.6
EAMO,1,EAMO#1,C,Cp,5-B,C-Cp-5-B,EAMO-C-Cp-5-B,EAMO,755,BL-HS-CP,BL,Home,Young,Present,D3,2019,1,12.2,0,20,NA,0,5.9,2.1,12.39
EAMO,1,EAMO#1,B,Cp,3,B-Cp-3,EAMO-B-Cp-3,EAMO,758,BR-HS-CA,BR,Home,Young,Absent,A1,2019,1,33.7,0,0,NA,3,7.6,3.3,25.08
EAMO,1,EAMO#1,B,Cp,2,B-Cp-2,EAMO-B-Cp-2,EAMO,773,BR-HS-CA,BR,Home,Young,Absent,D1,2019,1,26.6,0,45,NA,1,9.2,3.6,33.12
EAMO,1,EAMO#1,D,Cp,4-B,D-Cp-4-B,EAMO-D-Cp-4-B,EAMO,775,BR-HS-CA,BR,Home,Young,Absent,D3,2019,1,12.4,0,NA,NA,0,7.1,2.6,18.46
EAMO,2,EAMO#2,D,Cp,4,D-Cp-4,EAMO-D-Cp-4,EAMO,820,BL-HS-CA,BL,Home,Young,Absent,C3,2019,1,18.3,0,20,NA,1,7.4,2.5,18.5
EAMO,2,EAMO#2,H,Cp,1,H-Cp-1,EAMO-H-Cp-1,EAMO,824,BL-HS-CA,BL,Home,Young,Absent,D2,2019,1,20.1,0,22,NA,1,6.8,2.9,19.72
EAMO,2,EAMO#2,A,Cp,5-B,A-Cp-5-B,EAMO-A-Cp-5-B,EAMO,827,BL-HS-CA,BL,Home,Young,Absent,D5,2019,1,9.4,0,14,NA,0,4.2,1.6,6.72
EAMO,2,EAMO#2,H,Cp,3,H-Cp-3,EAMO-H-Cp-3,EAMO,831,BR-HS-CP,BR,Home,Young,Present,A4,2019,1,24.9,0,20,NA,0,13.9,5.2,72.28
EAMO,2,EAMO#2,C,Cp,5,C-Cp-5,EAMO-C-Cp-5,EAMO,833,BR-HS-CP,BR,Home,Young,Present,B1,2019,1,19.9,0,16,NA,0,8,2.9,23.2
EAMO,2,EAMO#2,D,Cp,5,D-Cp-5,EAMO-D-Cp-5,EAMO,840,BR-HS-CP,BR,Home,Young,Present,C3,2019,1,27.5,0,21,NA,1,9.6,3,28.8
EAMO,3,EAMO#3,B,Cp,5,B-Cp-5,EAMO-B-Cp-5,EAMO,497,TL-HS-CA,TL,Home,Young,Absent,A5,2020,1,31.4,0,32,3,3,10.2,2.9,29.58
EAMO,3,EAMO#3,A,Cp,2,A-Cp-2,EAMO-A-Cp-2,EAMO,509,TL-HS-CA,TL,Home,Young,Absent,D3,2020,1,60.1,0,74,4,2,11.9,4.7,55.93
EAMO,3,EAMO#3,A,Cp,1,A-Cp-1,EAMO-A-Cp-1,EAMO,510,TL-HS-CA,TL,Home,Young,Absent,D4,2020,1,24.5,0,52,5,1,8.5,3.4,28.9
EAMO,3,EAMO#3,D,Cp,2,D-Cp-2,EAMO-D-Cp-2,EAMO,524,TR-HS-CP,TR,Home,Young,Present,C4,2020,1,64.2,0,98,6,1,11.9,4,47.6
EAMO,3,EAMO#3,E,Cp,3,E-Cp-3,EAMO-E-Cp-3,EAMO,525,TR-HS-CP,TR,Home,Young,Present,C5,2020,1,83,0,84,5,1,11.6,9,104.4
EAMO,3,EAMO#3,C,Cp,3,C-Cp-3,EAMO-C-Cp-3,EAMO,529,TR-HS-CP,TR,Home,Young,Present,D4,2020,1,103.1,0,58,3,1,11.4,4.4,50.16
EAMO,4,EAMO#4,C,Cp,1,C-Cp-1,EAMO-C-Cp-1,EAMO,603,TL-HS-CP,TL,Home,Young,Present,A3,2020,1,44.3,0,NA,NA,2,NA,NA,#VALUE!
EAMO,4,EAMO#4,F,Cp,2,F-Cp-2,EAMO-F-Cp-2,EAMO,612,TL-HS-CP,TL,Home,Young,Present,C3,2020,1,29.1,0,10,1,1,6,2.8,16.8
EAMO,4,EAMO#4,E,Cp,1,E-Cp-1,EAMO-E-Cp-1,EAMO,616,TL-HS-CP,TL,Home,Young,Present,D2,2020,1,69.2,0,36,2,1,9.2,4,36.8
EAMO,4,EAMO#4,F,Cp,3,F-Cp-3,EAMO-F-Cp-3,EAMO,622,TR-HS-CA,TR,Home,Young,Absent,A5,2020,1,71.1,0,40,3,1,11.1,3.9,43.29
EAMO,4,EAMO#4,G,Cp,3,G-Cp-3,EAMO-G-Cp-3,EAMO,623,TR-HS-CA,TR,Home,Young,Absent,B2,2020,1,47.5,0,46,3,3,9.5,3.9,37.05
EAMO,4,EAMO#4,F,Cp,1,F-Cp-1,EAMO-F-Cp-1,EAMO,636,TR-HS-CA,TR,Home,Young,Absent,D5,2020,1,80.2,0,74,5,1,10.9,3.9,42.51
EAMO,1,EAMO#1,A,Cp,5,A-Cp-5,EAMO-A-Cp-5,EAMO,743,BL-HS-CP,BL,Home,Young,Present,B1,2020,1,39.6,0,28,2,0,8.3,3.4,28.22
EAMO,1,EAMO#1,H,Cp,1-B,H-Cp-1-B,EAMO-H-Cp-1-B,EAMO,754,BL-HS-CP,BL,Home,Young,Present,D2,2020,1,42.8,0,22,2,1,10.8,3.3,35.64
EAMO,1,EAMO#1,C,Cp,5-B,C-Cp-5-B,EAMO-C-Cp-5-B,EAMO,755,BL-HS-CP,BL,Home,Young,Present,D3,2020,1,17.8,0,20,2,1,4.6,2.8,12.88
EAMO,1,EAMO#1,B,Cp,3,B-Cp-3,EAMO-B-Cp-3,EAMO,758,BR-HS-CA,BR,Home,Young,Absent,A1,2020,1,34.8,0,68,3,1,11.3,3.1,35.03
EAMO,1,EAMO#1,B,Cp,2,B-Cp-2,EAMO-B-Cp-2,EAMO,773,BR-HS-CA,BR,Home,Young,Absent,D1,2020,1,62.4,0,76,4,1,11,3.9,42.9
EAMO,1,EAMO#1,D,Cp,4-B,D-Cp-4-B,EAMO-D-Cp-4-B,EAMO,775,BR-HS-CA,BR,Home,Young,Absent,D3,2020,1,35.8,0,50,4,1,8.1,3.4,27.54
EAMO,2,EAMO#2,D,Cp,4,D-Cp-4,EAMO-D-Cp-4,EAMO,820,BL-HS-CA,BL,Home,Young,Absent,C3,2020,1,9.5,0,22,2,2,4.7,2.5,11.75
EAMO,2,EAMO#2,A,Cp,5-B,A-Cp-5-B,EAMO-A-Cp-5-B,EAMO,827,BL-HS-CA,BL,Home,Young,Absent,D5,2020,1,18.5,0,14,1,1,10.5,3.3,34.65
EAMO,3,EAMO#3,A,Cp,2,A-Cp-2,EAMO-A-Cp-2,EAMO,509,TL-HS-CA,TL,Home,Young,Absent,D3,2021,1,58.2,0,76,6,1,7.9,3.1,24.49
EAMO,3,EAMO#3,A,Cp,1,A-Cp-1,EAMO-A-Cp-1,EAMO,510,TL-HS-CA,TL,Home,Young,Absent,D4,2021,1,45.1,0,44,3,1,7.8,3.3,25.74
EAMO,3,EAMO#3,D,Cp,2,D-Cp-2,EAMO-D-Cp-2,EAMO,524,TR-HS-CP,TR,Home,Young,Present,C4,2021,1,58.2,0,48,4,1,13.9,5,69.5
EAMO,3,EAMO#3,E,Cp,3,E-Cp-3,EAMO-E-Cp-3,EAMO,525,TR-HS-CP,TR,Home,Young,Present,C5,2021,1,62.8,0,78,7,1,10.6,7.5,79.5
EAMO,3,EAMO#3,C,Cp,3,C-Cp-3,EAMO-C-Cp-3,EAMO,529,TR-HS-CP,TR,Home,Young,Present,D4,2021,1,72.2,0,110,8,1,13.4,5.6,75.04
EAMO,4,EAMO#4,F,Cp,2,F-Cp-2,EAMO-F-Cp-2,EAMO,612,TL-HS-CP,TL,Home,Young,Present,C3,2021,1,25.7,0,10,1,1,5.2,2.3,11.96
EAMO,4,EAMO#4,E,Cp,1,E-Cp-1,EAMO-E-Cp-1,EAMO,616,TL-HS-CP,TL,Home,Young,Present,D2,2021,1,53.8,0,38,3,0,10.3,3.8,39.14
EAMO,4,EAMO#4,F,Cp,3,F-Cp-3,EAMO-F-Cp-3,EAMO,622,TR-HS-CA,TR,Home,Young,Absent,A5,2021,1,41.4,0,46,5,1,8.7,3.3,28.71
EAMO,4,EAMO#4,G,Cp,3,G-Cp-3,EAMO-G-Cp-3,EAMO,623,TR-HS-CA,TR,Home,Young,Absent,B2,2021,1,21.2,0,20,2,1,7,3.1,21.7
EAMO,4,EAMO#4,F,Cp,1,F-Cp-1,EAMO-F-Cp-1,EAMO,636,TR-HS-CA,TR,Home,Young,Absent,D5,2021,1,88.7,0,106,7,1,13.1,3.7,48.47
EAMO,1,EAMO#1,A,Cp,5,A-Cp-5,EAMO-A-Cp-5,EAMO,743,BL-HS-CP,BL,Home,Young,Present,B1,2021,1,38.8,0,10,2,1,8.9,3.6,32.04
EAMO,1,EAMO#1,H,Cp,1-B,H-Cp-1-B,EAMO-H-Cp-1-B,EAMO,754,BL-HS-CP,BL,Home,Young,Present,D2,2021,1,21.6,0,14,2,1,8.2,3.3,27.06
EAMO,1,EAMO#1,C,Cp,5-B,C-Cp-5-B,EAMO-C-Cp-5-B,EAMO,755,BL-HS-CP,BL,Home,Young,Present,D3,2021,1,18.2,0,10,1,1,5.3,2.6,13.78
EAMO,1,EAMO#1,B,Cp,3,B-Cp-3,EAMO-B-Cp-3,EAMO,758,BR-HS-CA,BR,Home,Young,Absent,A1,2021,1,33.8,0,22,2,1,8.7,2.5,21.75
EAMO,1,EAMO#1,B,Cp,2,B-Cp-2,EAMO-B-Cp-2,EAMO,773,BR-HS-CA,BR,Home,Young,Absent,D1,2021,1,62.7,0,101,8,1,NA,NA,#VALUE!
EAMO,1,EAMO#1,D,Cp,4-B,D-Cp-4-B,EAMO-D-Cp-4-B,EAMO,775,BR-HS-CA,BR,Home,Young,Absent,D3,2021,1,56.4,0,41,5,1,NA,NA,#VALUE!
TRHO,1,TRHO#1,D,Cp,5,D-Cp-5,TRHO-D-Cp-5,TRHO,46,BL-HS-CA,BL,Home,Old,Absent,B2,2019,1,24.3,0,39,NA,0,7.7,3.8,29.26
TRHO,1,TRHO#1,E,Cp,3-B,E-Cp-3-B,TRHO-E-Cp-3-B,TRHO,47,BL-HS-CA,BL,Home,Old,Absent,B3,2019,1,10.6,0,19,NA,0,4.1,1.4,5.74
TRHO,1,TRHO#1,D,Cp,1,D-Cp-1,TRHO-D-Cp-1,TRHO,50,BL-HS-CA,BL,Home,Old,Absent,C1,2019,1,17.8,0,6,NA,1,5.4,2.5,13.5
TRHO,1,TRHO#1,B,Cp,2,B-Cp-2,TRHO-B-Cp-2,TRHO,63,BR-HS-CP,BR,Home,Old,Present,A4,2019,1,32.6,0,16,NA,0,9.3,3.8,35.34
TRHO,1,TRHO#1,G,Cp,5,G-Cp-5,TRHO-G-Cp-5,TRHO,64,BR-HS-CP,BR,Home,Old,Present,A5,2019,1,22.7,0,10,NA,0,7.9,3.3,26.07
TRHO,1,TRHO#1,E,Cp,5,E-Cp-5,TRHO-E-Cp-5,TRHO,68,BR-HS-CP,BR,Home,Old,Present,B4,2019,1,37.8,0,28,NA,0,8.1,3.8,30.78
TRHO,2,TRHO#2,F,Cp,5-B,F-Cp-5-B,TRHO-F-Cp-5-B,TRHO,123,BL-HS-CP,BL,Home,Old,Present,C1,2019,1,7.8,0,23,NA,1,3.8,1.8,6.84
TRHO,2,TRHO#2,G,Cp,1,G-Cp-1,TRHO-G-Cp-1,TRHO,128,BL-HS-CP,BL,Home,Old,Present,D2,2019,1,19.1,0,16,NA,0,4.1,1.5,6.15
TRHO,2,TRHO#2,G,Cp,2,G-Cp-2,TRHO-G-Cp-2,TRHO,129,BL-HS-CP,BL,Home,Old,Present,D3,2019,1,38,0,22,NA,0,7.1,2.5,17.75
TRHO,2,TRHO#2,A,Cp,4-B,A-Cp-4-B,TRHO-A-Cp-4-B,TRHO,133,BR-HS-CA,BR,Home,Old,Absent,A3,2019,1,14.6,0,9,NA,0,4.6,2,9.2
TRHO,2,TRHO#2,B,Cp,3,B-Cp-3,TRHO-B-Cp-3,TRHO,134,BR-HS-CA,BR,Home,Old,Absent,A4,2019,1,31.1,0,22,NA,0,7.1,2.8,19.88
TRHO,2,TRHO#2,A,Cp,3,A-Cp-3,TRHO-A-Cp-3,TRHO,139,BR-HS-CA,BR,Home,Old,Absent,B5,2019,1,27.4,0,20,NA,0,8.7,3.1,26.97
TRHO,3,TRHO#3,E,Cp,4,E-Cp-4,TRHO-E-Cp-4,TRHO,155,TL-HS-CA,TL,Home,Old,Absent,B4,2019,1,22.4,0,23,NA,1,4.9,1.4,6.86
TRHO,3,TRHO#3,C,Cp,2,C-Cp-2,TRHO-C-Cp-2,TRHO,157,TL-HS-CA,TL,Home,Old,Absent,C1,2019,1,12.4,0,17,NA,0,4.8,1.9,9.12
TRHO,3,TRHO#3,C,Cp,4,C-Cp-4,TRHO-C-Cp-4,TRHO,161,TL-HS-CA,TL,Home,Old,Absent,D1,2019,1,15.2,0,16,NA,0,6.6,2.7,17.82
TRHO,3,TRHO#3,E,Cp,3,E-Cp-3,TRHO-E-Cp-3,TRHO,171,TR-HS-CP,TR,Home,Old,Present,B1,2019,1,29.2,0,20,NA,0,9.3,3.4,31.62
TRHO,3,TRHO#3,A,Cp,4,A-Cp-4,TRHO-A-Cp-4,TRHO,172,TR-HS-CP,TR,Home,Old,Present,B2,2019,1,23.2,0,17,NA,0,6.8,2.1,14.28
TRHO,3,TRHO#3,F,Cp,4,F-Cp-4,TRHO-F-Cp-4,TRHO,174,TR-HS-CP,TR,Home,Old,Present,B4,2019,1,30.2,0,29,NA,0,9.1,3.1,28.21
TRHO,4,TRHO#4,G,Cp,4,G-Cp-4,TRHO-G-Cp-4,TRHO,226,TL-HS-CP,TL,Home,Old,Present,A4,2019,1,28.8,0,26,NA,0,9.2,3.6,33.12
TRHO,4,TRHO#4,F,Cp,5,F-Cp-5,TRHO-F-Cp-5,TRHO,230,TL-HS-CP,TL,Home,Old,Present,B3,2019,1,11.6,0,14,NA,0,4.1,1.8,7.38
TRHO,4,TRHO#4,F,Cp,3,F-Cp-3,TRHO-F-Cp-3,TRHO,236,TL-HS-CP,TL,Home,Old,Present,D1,2019,1,24.5,0,30,NA,2,6.5,2.5,16.25
TRHO,4,TRHO#4,H,Cp,2,H-Cp-2,TRHO-H-Cp-2,TRHO,241,TR-HS-CA,TR,Home,Old,Absent,A1,2019,1,33.6,0,22,NA,0,8.3,3,24.9
TRHO,4,TRHO#4,A,Cp,1,A-Cp-1,TRHO-A-Cp-1,TRHO,244,TR-HS-CA,TR,Home,Old,Absent,A5,2019,1,21.8,0,16,NA,0,8.7,3.8,33.06
TRHO,4,TRHO#4,D,Cp,3,D-Cp-3,TRHO-D-Cp-3,TRHO,247,TR-HS-CA,TR,Home,Old,Absent,B4,2019,1,38.3,0,18,NA,0,6.3,1.7,10.71
TRHO,1,TRHO#1,D,Cp,5,D-Cp-5,TRHO-D-Cp-5,TRHO,46,BL-HS-CA,BL,Home,Old,Absent,B2,2020,1,55.5,0,58,4,1,8.7,6,52.2
TRHO,1,TRHO#1,E,Cp,3-B,E-Cp-3-B,TRHO-E-Cp-3-B,TRHO,47,BL-HS-CA,BL,Home,Old,Absent,B3,2020,1,36.6,0,22,2,1,7.8,4,31.2
TRHO,1,TRHO#1,D,Cp,1,D-Cp-1,TRHO-D-Cp-1,TRHO,50,BL-HS-CA,BL,Home,Old,Absent,C1,2020,1,35.4,0,36,3,1,7.6,3.4,25.84
TRHO,1,TRHO#1,B,Cp,2,B-Cp-2,TRHO-B-Cp-2,TRHO,63,BR-HS-CP,BR,Home,Old,Present,A4,2020,1,11.8,0,20,2,2,11.3,3.9,44.07
TRHO,1,TRHO#1,G,Cp,5,G-Cp-5,TRHO-G-Cp-5,TRHO,64,BR-HS-CP,BR,Home,Old,Present,A5,2020,1,17.3,0,16,4,2,6.5,3.2,20.8
TRHO,1,TRHO#1,E,Cp,5,E-Cp-5,TRHO-E-Cp-5,TRHO,68,BR-HS-CP,BR,Home,Old,Present,B4,2020,1,45.8,0,44,3,2,9.1,3.9,35.49
TRHO,2,TRHO#2,F,Cp,5-B,F-Cp-5-B,TRHO-F-Cp-5-B,TRHO,123,BL-HS-CP,BL,Home,Old,Present,C1,2020,1,17.1,0,12,1,1,7.2,2.6,18.72
TRHO,2,TRHO#2,G,Cp,1,G-Cp-1,TRHO-G-Cp-1,TRHO,128,BL-HS-CP,BL,Home,Old,Present,D2,2020,1,54.3,0,14,1,1,10.4,3.7,38.48
TRHO,2,TRHO#2,G,Cp,2,G-Cp-2,TRHO-G-Cp-2,TRHO,129,BL-HS-CP,BL,Home,Old,Present,D3,2020,1,65.8,0,34,3,2,12.1,3.8,45.98
TRHO,2,TRHO#2,A,Cp,4-B,A-Cp-4-B,TRHO-A-Cp-4-B,TRHO,133,BR-HS-CA,BR,Home,Old,Absent,A3,2020,1,2.4,0,6,1,2,1.5,0.8,1.2
TRHO,2,TRHO#2,B,Cp,3,B-Cp-3,TRHO-B-Cp-3,TRHO,134,BR-HS-CA,BR,Home,Old,Absent,A4,2020,1,34.3,0,44,4,1,8.6,3.9,33.54
TRHO,2,TRHO#2,A,Cp,3,A-Cp-3,TRHO-A-Cp-3,TRHO,139,BR-HS-CA,BR,Home,Old,Absent,B5,2020,1,24.7,0,38,4,2,5.9,2.8,16.52
TRHO,3,TRHO#3,C,Cp,4,C-Cp-4,TRHO-C-Cp-4,TRHO,161,TL-HS-CA,TL,Home,Old,Absent,D1,2020,1,52.3,0,26,1,2,10.8,3.9,42.12
TRHO,3,TRHO#3,E,Cp,3,E-Cp-3,TRHO-E-Cp-3,TRHO,171,TR-HS-CP,TR,Home,Old,Present,B1,2020,1,54.7,0,36,2,1,8.6,4.5,38.7
TRHO,3,TRHO#3,A,Cp,4,A-Cp-4,TRHO-A-Cp-4,TRHO,172,TR-HS-CP,TR,Home,Old,Present,B2,2020,1,40,0,34,2,2,8.9,3.5,31.15
TRHO,3,TRHO#3,F,Cp,4,F-Cp-4,TRHO-F-Cp-4,TRHO,174,TR-HS-CP,TR,Home,Old,Present,B4,2020,1,25.3,0,12,1,1,7.5,3,22.5
TRHO,4,TRHO#4,G,Cp,4,G-Cp-4,TRHO-G-Cp-4,TRHO,226,TL-HS-CP,TL,Home,Old,Present,A4,2020,1,43.4,0,36,2,2,10.8,7.9,85.32
TRHO,4,TRHO#4,F,Cp,3,F-Cp-3,TRHO-F-Cp-3,TRHO,236,TL-HS-CP,TL,Home,Old,Present,D1,2020,1,32.7,0,38,2,1,9.6,3.6,34.56
TRHO,4,TRHO#4,A,Cp,1,A-Cp-1,TRHO-A-Cp-1,TRHO,244,TR-HS-CA,TR,Home,Old,Absent,A5,2020,1,41.7,0,18,1,1,10.2,4,40.8
TRHO,4,TRHO#4,D,Cp,3,D-Cp-3,TRHO-D-Cp-3,TRHO,247,TR-HS-CA,TR,Home,Old,Absent,B4,2020,1,17.1,0,30,2,3,15.2,4.5,68.4
TRHO,1,TRHO#1,D,Cp,5,D-Cp-5,TRHO-D-Cp-5,TRHO,46,BL-HS-CA,BL,Home,Old,Absent,B2,2021,1,53.2,0,42,4,1,11.9,7.2,85.68
TRHO,1,TRHO#1,E,Cp,3-B,E-Cp-3-B,TRHO-E-Cp-3-B,TRHO,47,BL-HS-CA,BL,Home,Old,Absent,B3,2021,1,57.8,0,35,3,1,11.9,7.8,92.82
TRHO,1,TRHO#1,D,Cp,1,D-Cp-1,TRHO-D-Cp-1,TRHO,50,BL-HS-CA,BL,Home,Old,Absent,C1,2021,1,51.4,0,28,2,1,8.8,3.7,32.56
TRHO,1,TRHO#1,B,Cp,2,B-Cp-2,TRHO-B-Cp-2,TRHO,63,BR-HS-CP,BR,Home,Old,Present,A4,2021,1,14.8,0,8,1,0,6,2.2,13.2
TRHO,1,TRHO#1,G,Cp,5,G-Cp-5,TRHO-G-Cp-5,TRHO,64,BR-HS-CP,BR,Home,Old,Present,A5,2021,1,8.9,0,16,3,1,5,2.1,10.5
TRHO,1,TRHO#1,E,Cp,5,E-Cp-5,TRHO-E-Cp-5,TRHO,68,BR-HS-CP,BR,Home,Old,Present,B4,2021,1,26.4,0,30,5,1,7.2,2.8,20.16
TRHO,2,TRHO#2,F,Cp,5-B,F-Cp-5-B,TRHO-F-Cp-5-B,TRHO,123,BL-HS-CP,BL,Home,Old,Present,C1,2021,1,17.4,0,16,2,1,7.8,2.8,21.84
TRHO,2,TRHO#2,G,Cp,2,G-Cp-2,TRHO-G-Cp-2,TRHO,129,BL-HS-CP,BL,Home,Old,Present,D3,2021,1,29.6,0,20,2,1,7.8,3.2,24.96
TRHO,2,TRHO#2,B,Cp,3,B-Cp-3,TRHO-B-Cp-3,TRHO,134,BR-HS-CA,BR,Home,Old,Absent,A4,2021,1,37.6,0,33,3,2,9.6,2.8,26.88
TRHO,3,TRHO#3,C,Cp,4,C-Cp-4,TRHO-C-Cp-4,TRHO,161,TL-HS-CA,TL,Home,Old,Absent,D1,2021,1,30.8,0,19,2,1,9.3,3.7,34.41
TRHO,3,TRHO#3,E,Cp,3,E-Cp-3,TRHO-E-Cp-3,TRHO,171,TR-HS-CP,TR,Home,Old,Present,B1,2021,1,44.6,0,14,1,1,9.1,4.1,37.31
TRHO,3,TRHO#3,A,Cp,4,A-Cp-4,TRHO-A-Cp-4,TRHO,172,TR-HS-CP,TR,Home,Old,Present,B2,2021,1,53.8,0,38,3,1,11,4,44
TRHO,4,TRHO#4,G,Cp,4,G-Cp-4,TRHO-G-Cp-4,TRHO,226,TL-HS-CP,TL,Home,Old,Present,A4,2021,1,21.8,0,8,1,2,5.1,3,15.3
TRHO,4,TRHO#4,D,Cp,3,D-Cp-3,TRHO-D-Cp-3,TRHO,247,TR-HS-CA,TR,Home,Old,Absent,B4,2021,1,25.2,0,22,2,1,8.2,3.7,30.34
DANA,1,DANA#1,D,Gv,5,D-Gv-5,DANA-D-Gv-5,DANA,302,TL-HS-CA,TL,Home,Intermediate,Absent,A1,2020,1,69.5,0,32,2,1,19.8,8.3,164.34
DANA,1,DANA#1,G,Gv,1,G-Gv-1,DANA-G-Gv-1,DANA,305,TL-HS-CA,TL,Home,Intermediate,Absent,A4,2020,1,70.1,0,16,1,2,24.2,9.1,220.22
DANA,1,DANA#1,D,Gv,2,D-Gv-2,DANA-D-Gv-2,DANA,306,TL-HS-CA,TL,Home,Intermediate,Absent,A5,2020,1,83.7,0,30,2,1,23.2,11.9,276.08
DANA,1,DANA#1,E,Gv,4-B,E-Gv-4-B,DANA-E-Gv-4-B,DANA,318,TR-HS-CP,TR,Home,Intermediate,Present,A5,2020,1,56.2,0,14,2,1,18.9,12.2,230.58
DANA,1,DANA#1,H,Gv,5,H-Gv-5,DANA-H-Gv-5,DANA,321,TR-HS-CP,TR,Home,Intermediate,Present,B3,2020,1,56.7,0,9,1,1,23.3,9.4,219.02
DANA,1,DANA#1,A,Gv,3,A-Gv-3,DANA-A-Gv-3,DANA,323,TR-HS-CP,TR,Home,Intermediate,Present,B5,2020,1,46.2,0,14,2,1,14.4,13.1,188.64
DANA,4,DANA#4,H,Gv,2-B,H-Gv-2-B,DANA-H-Gv-2-B,DANA,376,BL-HS-CP,BL,Home,Intermediate,Present,B2,2020,1,66.9,0,13,1,1,26.9,11.4,306.66
DANA,4,DANA#4,F,Gv,5,F-Gv-5,DANA-F-Gv-5,DANA,380,BL-HS-CP,BL,Home,Intermediate,Present,C1,2020,1,69.9,0,11,1,1,24.2,12.4,300.08
