Unit,plot,Plot,Block,Species,Number,potID,uniqID,greenhouseSoil,seedID,quadrat,Quadrat,Soil,Soil2,Competition,Position,Year,Survival,Height,Rosette,nLeaf,nStem,leafDamage,leafLength,leafWidth,Area_week12
EAMO,3,EAMO#3,B,Sa,1-B,B-Sa-1-B,EAMO-B-Sa-1-B,EAMO,518,TR-HS-CP,TR,Home,Young,Present,B2,2020,1,77.2,0,41,1,1,17,5.5,93.5
EAMO,4,EAMO#4,B,Sa,1,B-Sa-1,EAMO-B-Sa-1,EAMO,607,TL-HS-CP,TL,Home,Young,Present,B2,2020,1,72.1,0,30,1,2,19.9,6,119.4
EAMO,4,EAMO#4,B,Sa,5,B-Sa-5,EAMO-B-Sa-5,EAMO,609,TL-HS-CP,TL,Home,Young,Present,B5,2020,1,44.6,0,32,1,1,16.1,3.8,61.18
EAMO,4,EAMO#4,A,Sa,4,A-Sa-4,EAMO-A-Sa-4,EAMO,625,TR-HS-CA,TR,Home,Young,Absent,B4,2020,1,77.1,0,56,1,1,21.4,6.2,132.68
EAMO,1,EAMO#1,D,Sa,3,D-Sa-3,EAMO-D-Sa-3,EAMO,738,BL-HS-CP,BL,Home,Young,Present,A1,2020,1,43,0,18,2,1,21.8,5.3,115.54
EAMO,1,EAMO#1,G,Sa,4,G-Sa-4,EAMO-G-Sa-4,EAMO,745,BL-HS-CP,BL,Home,Young,Present,B3,2020,1,61.5,0,26,1,1,18.5,5,92.5
EAMO,1,EAMO#1,B,Sa,2,B-Sa-2,EAMO-B-Sa-2,EAMO,753,BL-HS-CP,BL,Home,Young,Present,D1,2020,1,97.1,0,34,1,0,20.1,6.1,122.61
EAMO,1,EAMO#1,D,Sa,3-B,D-Sa-3-B,EAMO-D-Sa-3-B,EAMO,767,BR-HS-CA,BR,Home,Young,Absent,B5,2020,1,12.1,0,21,3,1,21,5.2,109.2
EAMO,3,EAMO#3,B,Sa,3,B-Sa-3,EAMO-B-Sa-3,EAMO,501,TL-HS-CA,TL,Home,Young,Absent,B4,2021,1,57.2,0,34,5,1,26.4,5.9,155.76
EAMO,3,EAMO#3,A,Sa,4-B,A-Sa-4-B,EAMO-A-Sa-4-B,EAMO,517,TR-HS-CP,TR,Home,Young,Present,B1,2021,1,51.7,0,43,3,1,26.4,7.8,205.92
EAMO,3,EAMO#3,B,Sa,1-B,B-Sa-1-B,EAMO-B-Sa-1-B,EAMO,518,TR-HS-CP,TR,Home,Young,Present,B2,2021,1,72.3,0,46,3,1,25.1,5.5,138.05
EAMO,4,EAMO#4,A,Sa,4,A-Sa-4,EAMO-A-Sa-4,EAMO,625,TR-HS-CA,TR,Home,Young,Absent,B4,2021,1,64.1,0,26,2,1,27.5,6.8,187
EAMO,4,EAMO#4,B,Sa,5-B,B-Sa-5-B,EAMO-B-Sa-5-B,EAMO,632,TR-HS-CA,TR,Home,Young,Absent,D1,2021,1,28.4,0,20,1,1,20.9,4,83.6
EAMO,4,EAMO#4,H,Sa,2,H-Sa-2,EAMO-H-Sa-2,EAMO,633,TR-HS-CA,TR,Home,Young,Absent,D2,2021,1,69.4,0,34,3,1,25.1,5.9,148.09
EAMO,1,EAMO#1,D,Sa,3,D-Sa-3,EAMO-D-Sa-3,EAMO,738,BL-HS-CP,BL,Home,Young,Present,A1,2021,1,63.2,0,24,2,1,23.5,6.4,150.4
TRHO,1,TRHO#1,G,Sa,1,G-Sa-1,TRHO-G-Sa-1,TRHO,42,BL-HS-CA,BL,Home,Old,Absent,A3,2019,1,42.4,0,23,NA,0,9.1,3.5,31.85
TRHO,1,TRHO#1,D,Sa,3,D-Sa-3,TRHO-D-Sa-3,TRHO,58,BL-HS-CA,BL,Home,Old,Absent,D4,2019,1,63.2,0,10,NA,0,14.1,5,70.5
TRHO,1,TRHO#1,F,Sa,2,F-Sa-2,TRHO-F-Sa-2,TRHO,77,BR-HS-CP,BR,Home,Old,Present,D3,2019,1,54.6,0,24,NA,0,9.4,3.6,33.84
TRHO,2,TRHO#2,A,Sa,2,A-Sa-2,TRHO-A-Sa-2,TRHO,122,BL-HS-CP,BL,Home,Old,Present,B5,2019,1,74.1,0,38,NA,0,7.5,3.1,23.25
TRHO,2,TRHO#2,H,Sa,4-B,H-Sa-4-B,TRHO-H-Sa-4-B,TRHO,143,BR-HS-CA,BR,Home,Old,Absent,C4,2019,1,26.3,0,26,NA,0,7.8,3.3,25.74
TRHO,3,TRHO#3,D,Sa,5,D-Sa-5,TRHO-D-Sa-5,TRHO,159,TL-HS-CA,TL,Home,Old,Absent,C4,2019,1,22.6,0,21,NA,0,7.9,3.1,24.49
TRHO,3,TRHO#3,D,Sa,2,D-Sa-2,TRHO-D-Sa-2,TRHO,169,TR-HS-CP,TR,Home,Old,Present,A4,2019,1,45.5,0,29,NA,0,11.7,4.1,47.97
TRHO,3,TRHO#3,H,Sa,4,H-Sa-4,TRHO-H-Sa-4,TRHO,178,TR-HS-CP,TR,Home,Old,Present,C3,2019,1,28.4,0,25,NA,0,7.7,3.2,24.64
TRHO,4,TRHO#4,F,Sa,1,F-Sa-1,TRHO-F-Sa-1,TRHO,234,TL-HS-CP,TL,Home,Old,Present,C4,2019,1,30.3,0,21,NA,0,7.2,3.2,23.04
TRHO,4,TRHO#4,H,Sa,3,H-Sa-3,TRHO-H-Sa-3,TRHO,238,TL-HS-CP,TL,Home,Old,Present,D3,2019,1,38.7,0,24,NA,0,7.1,2.4,17.04
TRHO,1,TRHO#1,G,Sa,1,G-Sa-1,TRHO-G-Sa-1,TRHO,42,BL-HS-CA,BL,Home,Old,Absent,A3,2020,1,84.4,0,10,1,1,22.6,6.3,142.38
TRHO,1,TRHO#1,D,Sa,5-B,D-Sa-5-B,TRHO-D-Sa-5-B,TRHO,49,BL-HS-CA,BL,Home,Old,Absent,B5,2020,1,64.5,0,27,1,2,17.3,4.9,84.77
TRHO,1,TRHO#1,C,Sa,2-B,C-Sa-2-B,TRHO-C-Sa-2-B,TRHO,67,BR-HS-CP,BR,Home,Old,Present,B3,2020,1,75.6,0,28,1,2,18.5,5.1,94.35
TRHO,2,TRHO#2,A,Sa,2,A-Sa-2,TRHO-A-Sa-2,TRHO,122,BL-HS-CP,BL,Home,Old,Present,B5,2020,1,48.7,0,26,3,1,18,5.2,93.6
TRHO,2,TRHO#2,A,Sa,1-B,A-Sa-1-B,TRHO-A-Sa-1-B,TRHO,125,BL-HS-CP,BL,Home,Old,Present,C3,2020,1,61.4,0,26,1,1,18.9,5.5,103.95
TRHO,2,TRHO#2,H,Sa,5,H-Sa-5,TRHO-H-Sa-5,TRHO,136,BR-HS-CA,BR,Home,Old,Absent,B2,2020,1,50.3,0,83,3,2,21.1,5.8,122.38
TRHO,3,TRHO#3,A,Sa,1,A-Sa-1,TRHO-A-Sa-1,TRHO,177,TR-HS-CP,TR,Home,Old,Present,C2,2020,1,75.5,0,30,1,1,19.6,5.5,107.8
TRHO,3,TRHO#3,H,Sa,4,H-Sa-4,TRHO-H-Sa-4,TRHO,178,TR-HS-CP,TR,Home,Old,Present,C3,2020,1,54.7,0,27,1,1,15,5.4,81
TRHO,4,TRHO#4,C,Sa,1-B,C-Sa-1-B,TRHO-C-Sa-1-B,TRHO,231,TL-HS-CP,TL,Home,Old,Present,B4,2020,1,50.8,0,65,2,1,21.5,6.1,131.15
TRHO,4,TRHO#4,F,Sa,1,F-Sa-1,TRHO-F-Sa-1,TRHO,234,TL-HS-CP,TL,Home,Old,Present,C4,2020,1,6.4,0,32,2,1,16,5.2,83.2
TRHO,4,TRHO#4,H,Sa,3,H-Sa-3,TRHO-H-Sa-3,TRHO,238,TL-HS-CP,TL,Home,Old,Present,D3,2020,1,36.4,0,11,1,1,18.1,6.4,115.84
TRHO,4,TRHO#4,C,Sa,1,C-Sa-1,TRHO-C-Sa-1,TRHO,242,TR-HS-CA,TR,Home,Old,Absent,A2,2020,1,83.5,0,78,2,1,16.8,6.6,110.88
TRHO,4,TRHO#4,B,Sa,2,B-Sa-2,TRHO-B-Sa-2,TRHO,253,TR-HS-CA,TR,Home,Old,Absent,C5,2020,1,79.1,0,112,5,2,30.1,8,240.8
TRHO,4,TRHO#4,B,Sa,1,B-Sa-1,TRHO-B-Sa-1,TRHO,254,TR-HS-CA,TR,Home,Old,Absent,D1,2020,1,51.3,0,55,1,1,19.1,6.3,120.33
TRHO,1,TRHO#1,D,Sa,5-B,D-Sa-5-B,TRHO-D-Sa-5-B,TRHO,49,BL-HS-CA,BL,Home,Old,Absent,B5,2021,1,24.5,0,12,1,3,10.4,3.6,37.44
TRHO,1,TRHO#1,F,Sa,2,F-Sa-2,TRHO-F-Sa-2,TRHO,77,BR-HS-CP,BR,Home,Old,Present,D3,2021,1,62.7,0,49,3,1,21,6,126
TRHO,2,TRHO#2,A,Sa,2,A-Sa-2,TRHO-A-Sa-2,TRHO,122,BL-HS-CP,BL,Home,Old,Present,B5,2021,1,43.1,0,16,1,1,15.6,5.8,90.48
TRHO,2,TRHO#2,H,Sa,1-B,H-Sa-1-B,TRHO-H-Sa-1-B,TRHO,126,BL-HS-CP,BL,Home,Old,Present,C4,2021,1,49.6,0,33,2,1,23,7.4,170.2
TRHO,2,TRHO#2,H,Sa,5,H-Sa-5,TRHO-H-Sa-5,TRHO,136,BR-HS-CA,BR,Home,Old,Absent,B2,2021,1,59.8,0,28,5,1,24.5,5.7,139.65
TRHO,2,TRHO#2,H,Sa,4-B,H-Sa-4-B,TRHO-H-Sa-4-B,TRHO,143,BR-HS-CA,BR,Home,Old,Absent,C4,2021,1,34,0,59,2,1,19.3,6,115.8
TRHO,2,TRHO#2,F,Sa,1-B,F-Sa-1-B,TRHO-F-Sa-1-B,TRHO,146,BR-HS-CA,BR,Home,Old,Absent,D5,2021,1,80.6,0,5,2,2,12.6,5.1,64.26
TRHO,3,TRHO#3,D,Sa,2-B,D-Sa-2-B,TRHO-D-Sa-2-B,TRHO,150,TL-HS-CA,TL,Home,Old,Absent,A4,2021,1,88.6,0,55,1,1,17.8,5.7,101.46
TRHO,3,TRHO#3,D,Sa,2,D-Sa-2,TRHO-D-Sa-2,TRHO,169,TR-HS-CP,TR,Home,Old,Present,A4,2021,1,45.2,0,23,1,1,30.8,8,246.4
TRHO,4,TRHO#4,C,Sa,1-B,C-Sa-1-B,TRHO-C-Sa-1-B,TRHO,231,TL-HS-CP,TL,Home,Old,Present,B4,2021,1,23.2,0,22,5,1,29.1,6.6,192.06
TRHO,4,TRHO#4,F,Sa,1,F-Sa-1,TRHO-F-Sa-1,TRHO,234,TL-HS-CP,TL,Home,Old,Present,C4,2021,1,31.3,0,17,2,1,15.1,5.8,87.58
TRHO,4,TRHO#4,H,Sa,3,H-Sa-3,TRHO-H-Sa-3,TRHO,238,TL-HS-CP,TL,Home,Old,Present,D3,2021,1,20.6,0,4,1,1,20.6,6.3,129.78
TRHO,4,TRHO#4,C,Sa,1,C-Sa-1,TRHO-C-Sa-1,TRHO,242,TR-HS-CA,TR,Home,Old,Absent,A2,2021,1,29.6,0,23,2,2,19.4,3,58.2
TRHO,4,TRHO#4,B,Sa,2,B-Sa-2,TRHO-B-Sa-2,TRHO,253,TR-HS-CA,TR,Home,Old,Absent,C5,2021,1,67.1,0,100,2,1,21.9,5,109.5
DANA,1,DANA#1,E,Sc,5,E-Sc-5,DANA-E-Sc-5,DANA,308,TL-HS-CA,TL,Home,Intermediate,Absent,B2,2019,1,20.2,0,20,NA,3,7.1,2.3,16.33
DANA,1,DANA#1,A,Sc,4,A-Sc-4,DANA-A-Sc-4,DANA,309,TL-HS-CA,TL,Home,Intermediate,Absent,B3,2019,1,52,0,128,NA,0,6.7,2.7,18.09
DANA,1,DANA#1,G,Sc,1,G-Sc-1,DANA-G-Sc-1,DANA,312,TL-HS-CA,TL,Home,Intermediate,Absent,C1,2019,1,32.6,0,51,NA,0,8.6,3.1,26.66
DANA,1,DANA#1,F,Sc,3,F-Sc-3,DANA-F-Sc-3,DANA,319,TR-HS-CP,TR,Home,Intermediate,Present,B1,2019,1,17.9,0,22,NA,1,5.8,2.2,12.76
DANA,1,DANA#1,D,Sc,4,D-Sc-4,DANA-D-Sc-4,DANA,320,TR-HS-CP,TR,Home,Intermediate,Present,B2,2019,1,51.6,0,51,NA,0,9.3,3.1,28.83
DANA,1,DANA#1,G,Sc,4,G-Sc-4,DANA-G-Sc-4,DANA,324,TR-HS-CP,TR,Home,Intermediate,Present,C1,2019,1,54.2,0,46,NA,0,5.3,2.3,12.19
DANA,4,DANA#4,F,Sc,2,F-Sc-2,DANA-F-Sc-2,DANA,373,BL-HS-CP,BL,Home,Intermediate,Present,A4,2019,1,41.4,0,174,NA,0,8.4,3,25.2
DANA,4,DANA#4,H,Sc,2,H-Sc-2,DANA-H-Sc-2,DANA,377,BL-HS-CP,BL,Home,Intermediate,Present,B3,2019,1,32.8,0,31,NA,0,6.4,2.2,14.08
DANA,4,DANA#4,C,Sc,3,C-Sc-3,DANA-C-Sc-3,DANA,384,BR-HS-CA,BR,Home,Intermediate,Absent,A3,2019,1,35.6,0,59,NA,2,6.6,2.7,17.82
DANA,4,DANA#4,E,Sc,3,E-Sc-3,DANA-E-Sc-3,DANA,387,BR-HS-CA,BR,Home,Intermediate,Absent,B1,2019,1,46.7,0,57,NA,0,4.2,2.1,8.82
DANA,2,DANA#2,E,Sc,2,E-Sc-2,DANA-E-Sc-2,DANA,402,TL-HS-CP,TL,Home,Intermediate,Present,A2,2019,1,38.8,0,22,NA,0,5.3,2.1,11.13
DANA,2,DANA#2,G,Sc,2,G-Sc-2,DANA-G-Sc-2,DANA,410,TL-HS-CP,TL,Home,Intermediate,Present,B5,2019,1,67.1,0,33,NA,0,9.4,3.1,29.14
DANA,2,DANA#2,H,Sc,4,H-Sc-4,DANA-H-Sc-4,DANA,412,TL-HS-CP,TL,Home,Intermediate,Present,C2,2019,1,44.9,0,21,NA,0,6.8,3.1,21.08
DANA,2,DANA#2,A,Sc,2,A-Sc-2,DANA-A-Sc-2,DANA,413,TR-HS-CA,TR,Home,Intermediate,Absent,A1,2019,1,59.4,0,42,NA,1,6.9,2.5,17.25
DANA,2,DANA#2,H,Sc,1,H-Sc-1,DANA-H-Sc-1,DANA,418,TR-HS-CA,TR,Home,Intermediate,Absent,B1,2019,1,59.8,0,25,NA,0,6.8,2.7,18.36
DANA,2,DANA#2,A,Sc,3,A-Sc-3,DANA-A-Sc-3,DANA,423,TR-HS-CA,TR,Home,Intermediate,Absent,C1,2019,1,51.8,0,44,NA,0,5.7,2.1,11.97
DANA,3,DANA#3,B,Sc,5,B-Sc-5,DANA-B-Sc-5,DANA,474,BL-HS-CA,BL,Home,Intermediate,Absent,B1,2019,1,13.8,0,15,NA,0,4,2.1,8.4
DANA,3,DANA#3,G,Sc,3,G-Sc-3,DANA-G-Sc-3,DANA,475,BL-HS-CA,BL,Home,Intermediate,Absent,B2,2019,1,63.5,0,72,NA,0,8.9,3.1,27.59
DANA,3,DANA#3,B,Sc,2,B-Sc-2,DANA-B-Sc-2,DANA,481,BR-HS-CP,BR,Home,Intermediate,Present,A1,2019,1,48.7,0,42,NA,0,7.7,2.5,19.25
DANA,3,DANA#3,H,Sc,4-B,H-Sc-4-B,DANA-H-Sc-4-B,DANA,484,BR-HS-CP,BR,Home,Intermediate,Present,A4,2019,1,3.7,0,12,NA,1,3.7,1.5,5.55
DANA,3,DANA#3,C,Sc,4,C-Sc-4,DANA-C-Sc-4,DANA,487,BR-HS-CP,BR,Home,Intermediate,Present,B2,2019,1,38.4,0,24,NA,1,4.8,1.7,8.16
DANA,1,DANA#1,E,Sc,5,E-Sc-5,DANA-E-Sc-5,DANA,308,TL-HS-CA,TL,Home,Intermediate,Absent,B2,2020,1,52.8,0,43,1,3,9.4,16,150.4
DANA,1,DANA#1,A,Sc,4,A-Sc-4,DANA-A-Sc-4,DANA,309,TL-HS-CA,TL,Home,Intermediate,Absent,B3,2020,1,86.9,0,95,2,1,9.1,1.8,16.38
DANA,1,DANA#1,G,Sc,1,G-Sc-1,DANA-G-Sc-1,DANA,312,TL-HS-CA,TL,Home,Intermediate,Absent,C1,2020,1,47.3,0,152,3,2,7.6,2.2,16.72
DANA,1,DANA#1,F,Sc,3,F-Sc-3,DANA-F-Sc-3,DANA,319,TR-HS-CP,TR,Home,Intermediate,Present,B1,2020,1,55.2,0,42,1,2,8.2,2.8,22.96
DANA,1,DANA#1,D,Sc,4,D-Sc-4,DANA-D-Sc-4,DANA,320,TR-HS-CP,TR,Home,Intermediate,Present,B2,2020,1,47.6,0,64,2,1,8,1.7,13.6
DANA,1,DANA#1,G,Sc,4,G-Sc-4,DANA-G-Sc-4,DANA,324,TR-HS-CP,TR,Home,Intermediate,Present,C1,2020,1,50.6,0,120,2,1,7.6,2.5,19
DANA,4,DANA#4,F,Sc,2,F-Sc-2,DANA-F-Sc-2,DANA,373,BL-HS-CP,BL,Home,Intermediate,Present,A4,2020,1,59.8,0,58,2,2,6.7,1.9,12.73
DANA,4,DANA#4,H,Sc,2,H-Sc-2,DANA-H-Sc-2,DANA,377,BL-HS-CP,BL,Home,Intermediate,Present,B3,2020,1,47.6,0,57,2,2,8.9,1.9,16.91
DANA,4,DANA#4,B,Sc,3,B-Sc-3,DANA-B-Sc-3,DANA,378,BL-HS-CP,BL,Home,Intermediate,Present,B4,2020,1,67.4,0,99,3,3,6.9,2.2,15.18
DANA,4,DANA#4,C,Sc,3,C-Sc-3,DANA-C-Sc-3,DANA,384,BR-HS-CA,BR,Home,Intermediate,Absent,A3,2020,1,71.6,0,278,2,1,9.2,2.4,22.08
DANA,4,DANA#4,E,Sc,3,E-Sc-3,DANA-E-Sc-3,DANA,387,BR-HS-CA,BR,Home,Intermediate,Absent,B1,2020,1,55.2,0,144,4,1,8.6,1.8,15.48
DANA,4,DANA#4,F,Sc,2-B,F-Sc-2-B,DANA-F-Sc-2-B,DANA,390,BR-HS-CA,BR,Home,Intermediate,Absent,B4,2020,1,21.8,0,32,1,2,8.9,3.2,28.48
DANA,2,DANA#2,E,Sc,2,E-Sc-2,DANA-E-Sc-2,DANA,402,TL-HS-CP,TL,Home,Intermediate,Present,A2,2020,1,67.8,0,30,1,1,8.2,2.7,22.14
DANA,2,DANA#2,G,Sc,2,G-Sc-2,DANA-G-Sc-2,DANA,410,TL-HS-CP,TL,Home,Intermediate,Present,B5,2020,1,75.6,0,50,2,2,8.5,2.3,19.55
DANA,2,DANA#2,H,Sc,4,H-Sc-4,DANA-H-Sc-4,DANA,412,TL-HS-CP,TL,Home,Intermediate,Present,C2,2020,1,29.8,0,81,2,1,9.2,2.6,23.92
DANA,2,DANA#2,A,Sc,2,A-Sc-2,DANA-A-Sc-2,DANA,413,TR-HS-CA,TR,Home,Intermediate,Absent,A1,2020,1,76.4,0,74,1,2,9.1,1.6,14.56
DANA,2,DANA#2,H,Sc,1,H-Sc-1,DANA-H-Sc-1,DANA,418,TR-HS-CA,TR,Home,Intermediate,Absent,B1,2020,1,96.1,0,116,2,2,7.1,2.6,18.46
DANA,2,DANA#2,A,Sc,3,A-Sc-3,DANA-A-Sc-3,DANA,423,TR-HS-CA,TR,Home,Intermediate,Absent,C1,2020,1,82.4,0,130,2,2,9.1,1.7,15.47
DANA,3,DANA#3,B,Sc,5,B-Sc-5,DANA-B-Sc-5,DANA,474,BL-HS-CA,BL,Home,Intermediate,Absent,B1,2020,1,32.7,0,35,2,1,6.3,1.8,11.34
DANA,3,DANA#3,G,Sc,3,G-Sc-3,DANA-G-Sc-3,DANA,475,BL-HS-CA,BL,Home,Intermediate,Absent,B2,2020,1,58.9,0,51,1,1,10.1,2.6,26.26
DANA,3,DANA#3,F,Sc,1,F-Sc-1,DANA-F-Sc-1,DANA,478,BL-HS-CA,BL,Home,Intermediate,Absent,B5,2020,1,58.8,0,86,1,1,10.9,3.2,34.88
DANA,3,DANA#3,B,Sc,2,B-Sc-2,DANA-B-Sc-2,DANA,481,BR-HS-CP,BR,Home,Intermediate,Present,A1,2020,1,58.3,0,53,2,1,8,2.6,20.8
DANA,3,DANA#3,H,Sc,4-B,H-Sc-4-B,DANA-H-Sc-4-B,DANA,484,BR-HS-CP,BR,Home,Intermediate,Present,A4,2020,1,56.3,0,35,1,1,9.1,2.1,19.11
DANA,3,DANA#3,C,Sc,4,C-Sc-4,DANA-C-Sc-4,DANA,487,BR-HS-CP,BR,Home,Intermediate,Present,B2,2020,1,74.2,0,75,2,1,12.1,2.4,29.04
DANA,1,DANA#1,E,Sc,5,E-Sc-5,DANA-E-Sc-5,DANA,308,TL-HS-CA,TL,Home,Intermediate,Absent,B2,2021,1,51.3,0,68,2,1,10.5,2.7,28.35
DANA,1,DANA#1,A,Sc,4,A-Sc-4,DANA-A-Sc-4,DANA,309,TL-HS-CA,TL,Home,Intermediate,Absent,B3,2021,1,82,0,500,8,2,10.6,2,21.2
DANA,1,DANA#1,G,Sc,1,G-Sc-1,DANA-G-Sc-1,DANA,312,TL-HS-CA,TL,Home,Intermediate,Absent,C1,2021,1,102.6,0,500,6,2,8.2,2.7,22.14
DANA,1,DANA#1,F,Sc,3,F-Sc-3,DANA-F-Sc-3,DANA,319,TR-HS-CP,TR,Home,Intermediate,Present,B1,2021,1,77.7,0,64,1,3,11.4,2.5,28.5
DANA,1,DANA#1,D,Sc,4,D-Sc-4,DANA-D-Sc-4,DANA,320,TR-HS-CP,TR,Home,Intermediate,Present,B2,2021,1,93.4,0,299,4,2,11.2,2.9,32.48
DANA,1,DANA#1,G,Sc,4,G-Sc-4,DANA-G-Sc-4,DANA,324,TR-HS-CP,TR,Home,Intermediate,Present,C1,2021,1,87.3,0,433,5,3,9.6,2.8,26.88
DANA,4,DANA#4,F,Sc,2,F-Sc-2,DANA-F-Sc-2,DANA,373,BL-HS-CP,BL,Home,Intermediate,Present,A4,2021,1,56.8,0,34,1,1,5.8,1.4,8.12
DANA,4,DANA#4,H,Sc,2,H-Sc-2,DANA-H-Sc-2,DANA,377,BL-HS-CP,BL,Home,Intermediate,Present,B3,2021,1,66.5,0,78,1,1,8.4,1.8,15.12
DANA,4,DANA#4,B,Sc,3,B-Sc-3,DANA-B-Sc-3,DANA,378,BL-HS-CP,BL,Home,Intermediate,Present,B4,2021,1,82,0,192,4,1,10,2.8,28
DANA,4,DANA#4,C,Sc,3,C-Sc-3,DANA-C-Sc-3,DANA,384,BR-HS-CA,BR,Home,Intermediate,Absent,A3,2021,1,80.8,0,224,3,1,9.8,2.9,28.42
DANA,4,DANA#4,E,Sc,3,E-Sc-3,DANA-E-Sc-3,DANA,387,BR-HS-CA,BR,Home,Intermediate,Absent,B1,2021,1,29.8,0,24,2,3,7,1.9,13.3
DANA,2,DANA#2,E,Sc,2,E-Sc-2,DANA-E-Sc-2,DANA,402,TL-HS-CP,TL,Home,Intermediate,Present,A2,2021,1,86.8,0,71,1,2,8.5,2.7,22.95
DANA,2,DANA#2,G,Sc,2,G-Sc-2,DANA-G-Sc-2,DANA,410,TL-HS-CP,TL,Home,Intermediate,Present,B5,2021,1,102.5,0,237,3,2,13,2.9,37.7
DANA,2,DANA#2,H,Sc,4,H-Sc-4,DANA-H-Sc-4,DANA,412,TL-HS-CP,TL,Home,Intermediate,Present,C2,2021,1,55.6,0,255,4,2,9.7,1.9,18.43
DANA,2,DANA#2,A,Sc,2,A-Sc-2,DANA-A-Sc-2,DANA,413,TR-HS-CA,TR,Home,Intermediate,Absent,A1,2021,1,91,0,212,2,2,11.6,2.5,29
DANA,2,DANA#2,H,Sc,1,H-Sc-1,DANA-H-Sc-1,DANA,418,TR-HS-CA,TR,Home,Intermediate,Absent,B1,2021,1,109,0,235,1,2,2.7,9.2,24.84
DANA,2,DANA#2,A,Sc,3,A-Sc-3,DANA-A-Sc-3,DANA,423,TR-HS-CA,TR,Home,Intermediate,Absent,C1,2021,1,65.3,0,500,5,2,8.9,2.4,21.36
DANA,3,DANA#3,B,Sc,5,B-Sc-5,DANA-B-Sc-5,DANA,474,BL-HS-CA,BL,Home,Intermediate,Absent,B1,2021,1,13.2,0,39,1,1,8,3,24
DANA,3,DANA#3,F,Sc,1,F-Sc-1,DANA-F-Sc-1,DANA,478,BL-HS-CA,BL,Home,Intermediate,Absent,B5,2021,1,106.3,0,113,1,1,11.6,3.2,37.12
DANA,3,DANA#3,B,Sc,2,B-Sc-2,DANA-B-Sc-2,DANA,481,BR-HS-CP,BR,Home,Intermediate,Present,A1,2021,1,47.5,0,21,3,3,10.1,2.9,29.29
DANA,3,DANA#3,H,Sc,4-B,H-Sc-4-B,DANA-H-Sc-4-B,DANA,484,BR-HS-CP,BR,Home,Intermediate,Present,A4,2021,1,62,0,118,2,1,10.6,2.7,28.62
DANA,3,DANA#3,C,Sc,4,C-Sc-4,DANA-C-Sc-4,DANA,487,BR-HS-CP,BR,Home,Intermediate,Present,B2,2021,1,94.2,0,91,2,1,11.1,2.4,26.64
EAMO,3,EAMO#3,E,Sc,4,E-Sc-4,EAMO-E-Sc-4,EAMO,496,TL-HS-CA,TL,Home,Young,Absent,A4,2019,1,53.6,0,36,NA,0,7.4,2.2,16.28
EAMO,3,EAMO#3,E,Sc,1,E-Sc-1,EAMO-E-Sc-1,EAMO,508,TL-HS-CA,TL,Home,Young,Absent,D2,2019,1,49.1,0,38,NA,0,8.4,2.4,20.16
EAMO,3,EAMO#3,F,Sc,5,F-Sc-5,EAMO-F-Sc-5,EAMO,511,TL-HS-CA,TL,Home,Young,Absent,D5,2019,1,30.1,0,18,NA,0,5.2,1.8,9.36
EAMO,3,EAMO#3,C,Sc,2,C-Sc-2,EAMO-C-Sc-2,EAMO,514,TR-HS-CP,TR,Home,Young,Present,A3,2019,1,37.3,0,59,NA,2,8.1,2.2,17.82
EAMO,3,EAMO#3,D,Sc,4,D-Sc-4,EAMO-D-Sc-4,EAMO,523,TR-HS-CP,TR,Home,Young,Present,C3,2019,1,59.8,0,30,NA,0,7.8,2.6,20.28
