Unit,plot,Plot,Block,Species,Number,potID,uniqID,greenhouseSoil,seedID,quadrat,Quadrat,Soil,Soil2,Competition,Position,Year,Survival,Height,Rosette,nLeaf,nStem,leafDamage,leafLength,leafWidth,Area_week12
EAMO,3,EAMO#3,A,Sc,3,A-Sc-3,EAMO-A-Sc-3,EAMO,527,TR-HS-CP,TR,Home,Young,Present,D2,2019,1,67.3,0,75,NA,0,7.5,3.2,24
EAMO,4,EAMO#4,D,Sc,3,D-Sc-3,EAMO-D-Sc-3,EAMO,604,TL-HS-CP,TL,Home,Young,Present,A4,2019,1,65.9,0,110,NA,0,9.7,3.1,30.07
EAMO,4,EAMO#4,G,Sc,4,G-Sc-4,EAMO-G-Sc-4,EAMO,608,TL-HS-CP,TL,Home,Young,Present,B4,2019,1,32.1,0,75,NA,0,7.7,2.7,20.79
EAMO,4,EAMO#4,B,Sc,4,B-Sc-4,EAMO-B-Sc-4,EAMO,611,TL-HS-CP,TL,Home,Young,Present,C2,2019,1,56.2,0,39,NA,0,6.1,2.2,13.42
EAMO,4,EAMO#4,G,Sc,5,G-Sc-5,EAMO-G-Sc-5,EAMO,624,TR-HS-CA,TR,Home,Young,Absent,B3,2019,1,38.4,0,101,NA,0,6.9,2.2,15.18
EAMO,4,EAMO#4,D,Sc,5,D-Sc-5,EAMO-D-Sc-5,EAMO,627,TR-HS-CA,TR,Home,Young,Absent,C1,2019,1,42.2,0,26,NA,0,5.7,1.7,9.69
EAMO,4,EAMO#4,F,Sc,2,F-Sc-2,EAMO-F-Sc-2,EAMO,634,TR-HS-CA,TR,Home,Young,Absent,D3,2019,1,45.8,0,36,NA,0,6.4,2.8,17.92
EAMO,1,EAMO#1,D,Sc,1,D-Sc-1,EAMO-D-Sc-1,EAMO,742,BL-HS-CP,BL,Home,Young,Present,A5,2019,1,40.6,0,14,NA,0,7.8,3,23.4
EAMO,1,EAMO#1,C,Sc,1,C-Sc-1,EAMO-C-Sc-1,EAMO,749,BL-HS-CP,BL,Home,Young,Present,C2,2019,1,52.7,0,12,NA,0,8.1,2.9,23.49
EAMO,1,EAMO#1,A,Sc,4,A-Sc-4,EAMO-A-Sc-4,EAMO,751,BL-HS-CP,BL,Home,Young,Present,C4,2019,1,23.6,0,16,NA,0,5.4,2,10.8
EAMO,1,EAMO#1,B,Sc,5,B-Sc-5,EAMO-B-Sc-5,EAMO,760,BR-HS-CA,BR,Home,Young,Absent,A3,2019,1,52.8,0,11,NA,0,7.4,3.4,25.16
EAMO,1,EAMO#1,C,Sc,3,C-Sc-3,EAMO-C-Sc-3,EAMO,766,BR-HS-CA,BR,Home,Young,Absent,B4,2019,1,65.9,0,12,NA,0,8.3,3.4,28.22
EAMO,1,EAMO#1,E,Sc,5,E-Sc-5,EAMO-E-Sc-5,EAMO,774,BR-HS-CA,BR,Home,Young,Absent,D2,2019,1,36.9,0,26,NA,0,6.2,1.9,11.78
EAMO,2,EAMO#2,G,Sc,2,G-Sc-2,EAMO-G-Sc-2,EAMO,810,BL-HS-CA,BL,Home,Young,Absent,A2,2019,1,60.2,0,46,NA,0,9.1,2.5,22.75
EAMO,2,EAMO#2,G,Sc,1,G-Sc-1,EAMO-G-Sc-1,EAMO,812,BL-HS-CA,BL,Home,Young,Absent,A4,2019,1,59.9,0,48,NA,0,6.9,2.4,16.56
EAMO,2,EAMO#2,F,Sc,3,F-Sc-3,EAMO-F-Sc-3,EAMO,821,BL-HS-CA,BL,Home,Young,Absent,C4,2019,1,48.4,0,40,NA,0,6.8,2.4,16.32
EAMO,2,EAMO#2,C,Sc,5,C-Sc-5,EAMO-C-Sc-5,EAMO,829,BR-HS-CP,BR,Home,Young,Present,A2,2019,1,53.3,0,37,NA,0,9,3.1,27.9
EAMO,2,EAMO#2,E,Sc,2,E-Sc-2,EAMO-E-Sc-2,EAMO,842,BR-HS-CP,BR,Home,Young,Present,C5,2019,1,54.3,0,76,NA,0,7.4,2.4,17.76
EAMO,2,EAMO#2,E,Sc,3,E-Sc-3,EAMO-E-Sc-3,EAMO,845,BR-HS-CP,BR,Home,Young,Present,D4,2019,1,56.2,0,54,NA,0,8.1,2.7,21.87
EAMO,3,EAMO#3,E,Sc,4,E-Sc-4,EAMO-E-Sc-4,EAMO,496,TL-HS-CA,TL,Home,Young,Absent,A4,2020,1,71.4,0,117,2,1,12.3,2.6,31.98
EAMO,3,EAMO#3,E,Sc,1,E-Sc-1,EAMO-E-Sc-1,EAMO,508,TL-HS-CA,TL,Home,Young,Absent,D2,2020,1,73.4,0,203,2,0,12.1,3.1,37.51
EAMO,3,EAMO#3,F,Sc,5,F-Sc-5,EAMO-F-Sc-5,EAMO,511,TL-HS-CA,TL,Home,Young,Absent,D5,2020,1,75.9,0,178,2,1,12.1,3,36.3
EAMO,3,EAMO#3,C,Sc,2,C-Sc-2,EAMO-C-Sc-2,EAMO,514,TR-HS-CP,TR,Home,Young,Present,A3,2020,1,95.3,0,177,3,2,10.6,2.8,29.68
EAMO,3,EAMO#3,D,Sc,4,D-Sc-4,EAMO-D-Sc-4,EAMO,523,TR-HS-CP,TR,Home,Young,Present,C3,2020,1,78.3,0,165,3,1,9.8,2.9,28.42
EAMO,3,EAMO#3,A,Sc,3,A-Sc-3,EAMO-A-Sc-3,EAMO,527,TR-HS-CP,TR,Home,Young,Present,D2,2020,1,53.2,0,67,1,3,11.4,3.1,35.34
EAMO,4,EAMO#4,D,Sc,3,D-Sc-3,EAMO-D-Sc-3,EAMO,604,TL-HS-CP,TL,Home,Young,Present,A4,2020,1,48.4,0,201,3,1,10.1,2.4,24.24
EAMO,4,EAMO#4,G,Sc,4,G-Sc-4,EAMO-G-Sc-4,EAMO,608,TL-HS-CP,TL,Home,Young,Present,B4,2020,1,84.9,0,237,2,1,11.4,2.6,29.64
EAMO,4,EAMO#4,B,Sc,4,B-Sc-4,EAMO-B-Sc-4,EAMO,611,TL-HS-CP,TL,Home,Young,Present,C2,2020,1,97.4,0,163,4,1,10.6,2.4,25.44
EAMO,4,EAMO#4,G,Sc,5,G-Sc-5,EAMO-G-Sc-5,EAMO,624,TR-HS-CA,TR,Home,Young,Absent,B3,2020,1,58.8,0,220,1,1,12.1,3.3,39.93
EAMO,4,EAMO#4,D,Sc,5,D-Sc-5,EAMO-D-Sc-5,EAMO,627,TR-HS-CA,TR,Home,Young,Absent,C1,2020,1,71.3,0,303,3,1,13.2,2.3,30.36
EAMO,4,EAMO#4,F,Sc,2,F-Sc-2,EAMO-F-Sc-2,EAMO,634,TR-HS-CA,TR,Home,Young,Absent,D3,2020,1,46.3,0,186,2,1,9.1,2.6,23.66
EAMO,1,EAMO#1,D,Sc,1,D-Sc-1,EAMO-D-Sc-1,EAMO,742,BL-HS-CP,BL,Home,Young,Present,A5,2020,1,75.2,0,62,1,1,11.5,3.4,39.1
EAMO,1,EAMO#1,C,Sc,1,C-Sc-1,EAMO-C-Sc-1,EAMO,749,BL-HS-CP,BL,Home,Young,Present,C2,2020,1,79.2,0,78,2,1,12.2,2.4,29.28
EAMO,1,EAMO#1,A,Sc,4,A-Sc-4,EAMO-A-Sc-4,EAMO,751,BL-HS-CP,BL,Home,Young,Present,C4,2020,1,64.8,0,61,2,1,8.6,2.5,21.5
EAMO,1,EAMO#1,B,Sc,5,B-Sc-5,EAMO-B-Sc-5,EAMO,760,BR-HS-CA,BR,Home,Young,Absent,A3,2020,1,56.1,0,142,2,1,7.8,1.4,10.92
EAMO,1,EAMO#1,C,Sc,3,C-Sc-3,EAMO-C-Sc-3,EAMO,766,BR-HS-CA,BR,Home,Young,Absent,B4,2020,1,57.8,0,127,2,1,10,1.9,19
EAMO,1,EAMO#1,E,Sc,5,E-Sc-5,EAMO-E-Sc-5,EAMO,774,BR-HS-CA,BR,Home,Young,Absent,D2,2020,1,78.3,0,99,2,2,9.8,1.9,18.62
EAMO,2,EAMO#2,G,Sc,2,G-Sc-2,EAMO-G-Sc-2,EAMO,810,BL-HS-CA,BL,Home,Young,Absent,A2,2020,1,86.6,0,125,3,0,11,2.5,27.5
EAMO,2,EAMO#2,G,Sc,1,G-Sc-1,EAMO-G-Sc-1,EAMO,812,BL-HS-CA,BL,Home,Young,Absent,A4,2020,1,75.4,0,103,1,1,12.2,4,48.8
EAMO,2,EAMO#2,F,Sc,3,F-Sc-3,EAMO-F-Sc-3,EAMO,821,BL-HS-CA,BL,Home,Young,Absent,C4,2020,1,50.7,0,49,2,1,12.1,3.8,45.98
EAMO,3,EAMO#3,E,Sc,4,E-Sc-4,EAMO-E-Sc-4,EAMO,496,TL-HS-CA,TL,Home,Young,Absent,A4,2021,1,78,0,140,2,1,10,1.3,13
EAMO,3,EAMO#3,E,Sc,1,E-Sc-1,EAMO-E-Sc-1,EAMO,508,TL-HS-CA,TL,Home,Young,Absent,D2,2021,1,83.6,0,250,4,1,10.6,2.6,27.56
EAMO,3,EAMO#3,F,Sc,5,F-Sc-5,EAMO-F-Sc-5,EAMO,511,TL-HS-CA,TL,Home,Young,Absent,D5,2021,1,113.2,0,226,3,1,10.9,2.7,29.43
EAMO,3,EAMO#3,C,Sc,2,C-Sc-2,EAMO-C-Sc-2,EAMO,514,TR-HS-CP,TR,Home,Young,Present,A3,2021,1,92.5,0,446,7,1,9.3,2.8,26.04
EAMO,3,EAMO#3,D,Sc,4,D-Sc-4,EAMO-D-Sc-4,EAMO,523,TR-HS-CP,TR,Home,Young,Present,C3,2021,1,101.3,0,413,7,1,10.1,2,20.2
EAMO,4,EAMO#4,D,Sc,3,D-Sc-3,EAMO-D-Sc-3,EAMO,604,TL-HS-CP,TL,Home,Young,Present,A4,2021,1,86,0,500,6,1,10.6,2.7,28.62
EAMO,4,EAMO#4,G,Sc,4,G-Sc-4,EAMO-G-Sc-4,EAMO,608,TL-HS-CP,TL,Home,Young,Present,B4,2021,1,95.2,0,500,4,1,10.9,2.7,29.43
EAMO,4,EAMO#4,B,Sc,4,B-Sc-4,EAMO-B-Sc-4,EAMO,611,TL-HS-CP,TL,Home,Young,Present,C2,2021,1,101,0,303,6,0,12.1,2.9,35.09
EAMO,4,EAMO#4,G,Sc,5,G-Sc-5,EAMO-G-Sc-5,EAMO,624,TR-HS-CA,TR,Home,Young,Absent,B3,2021,1,79.2,0,500,1,1,13.4,2.4,32.16
EAMO,4,EAMO#4,D,Sc,5,D-Sc-5,EAMO-D-Sc-5,EAMO,627,TR-HS-CA,TR,Home,Young,Absent,C1,2021,1,110.5,0,500,9,1,12.9,2.3,29.67
EAMO,4,EAMO#4,F,Sc,2,F-Sc-2,EAMO-F-Sc-2,EAMO,634,TR-HS-CA,TR,Home,Young,Absent,D3,2021,1,71.9,0,287,3,1,9.7,2,19.4
EAMO,1,EAMO#1,D,Sc,1,D-Sc-1,EAMO-D-Sc-1,EAMO,742,BL-HS-CP,BL,Home,Young,Present,A5,2021,1,104,0,145,2,1,10.7,2.2,23.54
EAMO,1,EAMO#1,C,Sc,1,C-Sc-1,EAMO-C-Sc-1,EAMO,749,BL-HS-CP,BL,Home,Young,Present,C2,2021,1,108.7,0,242,4,1,10,1.3,13
EAMO,1,EAMO#1,A,Sc,4,A-Sc-4,EAMO-A-Sc-4,EAMO,751,BL-HS-CP,BL,Home,Young,Present,C4,2021,1,93,0,166,3,1,11.1,1.7,18.87
EAMO,1,EAMO#1,B,Sc,5,B-Sc-5,EAMO-B-Sc-5,EAMO,760,BR-HS-CA,BR,Home,Young,Absent,A3,2021,1,84,0,446,6,1,9.5,2.1,19.95
EAMO,1,EAMO#1,C,Sc,3,C-Sc-3,EAMO-C-Sc-3,EAMO,766,BR-HS-CA,BR,Home,Young,Absent,B4,2021,1,78.1,0,500,4,1,12.7,2.3,29.21
EAMO,1,EAMO#1,E,Sc,5,E-Sc-5,EAMO-E-Sc-5,EAMO,774,BR-HS-CA,BR,Home,Young,Absent,D2,2021,1,82.3,0,81,4,3,11.2,2.5,28
EAMO,2,EAMO#2,G,Sc,2,G-Sc-2,EAMO-G-Sc-2,EAMO,810,BL-HS-CA,BL,Home,Young,Absent,A2,2021,1,55.5,0,500,7,1,13.2,2.4,31.68
EAMO,2,EAMO#2,G,Sc,1,G-Sc-1,EAMO-G-Sc-1,EAMO,812,BL-HS-CA,BL,Home,Young,Absent,A4,2021,1,43.2,0,307,6,2,12.1,2.6,31.46
EAMO,2,EAMO#2,F,Sc,3,F-Sc-3,EAMO-F-Sc-3,EAMO,821,BL-HS-CA,BL,Home,Young,Absent,C4,2021,1,46.4,0,103,3,1,10.5,2.8,29.4
TRHO,1,TRHO#1,H,Sc,3,H-Sc-3,TRHO-H-Sc-3,TRHO,41,BL-HS-CA,BL,Home,Old,Absent,A2,2019,1,28.6,0,10,NA,0,7,2.9,20.3
TRHO,1,TRHO#1,B,Sc,2,B-Sc-2,TRHO-B-Sc-2,TRHO,51,BL-HS-CA,BL,Home,Old,Absent,C2,2019,1,48.4,0,10,NA,0,6.9,3.2,22.08
TRHO,1,TRHO#1,E,Sc,1,E-Sc-1,TRHO-E-Sc-1,TRHO,59,BL-HS-CA,BL,Home,Old,Absent,D5,2019,1,23.6,0,8,NA,0,7,2.8,19.6
TRHO,1,TRHO#1,C,Sc,3,C-Sc-3,TRHO-C-Sc-3,TRHO,65,BR-HS-CP,BR,Home,Old,Present,B1,2019,1,50.4,0,30,NA,0,5.8,2.3,13.34
TRHO,1,TRHO#1,A,Sc,2,A-Sc-2,TRHO-A-Sc-2,TRHO,69,BR-HS-CP,BR,Home,Old,Present,B5,2019,1,36.8,0,30,NA,0,6.8,2.3,15.64
TRHO,1,TRHO#1,C,Sc,5,C-Sc-5,TRHO-C-Sc-5,TRHO,78,BR-HS-CP,BR,Home,Old,Present,D4,2019,1,40.7,0,23,NA,0,8.1,2.7,21.87
TRHO,2,TRHO#2,D,Sc,3,D-Sc-3,TRHO-D-Sc-3,TRHO,115,BL-HS-CP,BL,Home,Old,Present,A1,2019,1,36.7,0,24,NA,0,5.8,2.3,13.34
TRHO,2,TRHO#2,D,Sc,2,D-Sc-2,TRHO-D-Sc-2,TRHO,124,BL-HS-CP,BL,Home,Old,Present,C2,2019,1,35.3,0,27,NA,0,7.6,2.9,22.04
TRHO,2,TRHO#2,F,Sc,3,F-Sc-3,TRHO-F-Sc-3,TRHO,127,BL-HS-CP,BL,Home,Old,Present,C5,2019,1,45.9,0,24,NA,0,3.9,2.4,9.36
TRHO,2,TRHO#2,A,Sc,4,A-Sc-4,TRHO-A-Sc-4,TRHO,135,BR-HS-CA,BR,Home,Old,Absent,A5,2019,1,36,0,21,NA,0,7.3,2.3,16.79
TRHO,2,TRHO#2,H,Sc,2,H-Sc-2,TRHO-H-Sc-2,TRHO,141,BR-HS-CA,BR,Home,Old,Absent,C2,2019,1,32.4,0,25,NA,0,5.4,2.3,12.42
TRHO,2,TRHO#2,A,Sc,1,A-Sc-1,TRHO-A-Sc-1,TRHO,144,BR-HS-CA,BR,Home,Old,Absent,C5,2019,1,39.6,0,42,NA,0,7.3,2.8,20.44
TRHO,3,TRHO#3,H,Sc,5,H-Sc-5,TRHO-H-Sc-5,TRHO,152,TL-HS-CA,TL,Home,Old,Absent,B1,2019,1,45.6,0,24,NA,0,6.1,2.4,14.64
TRHO,3,TRHO#3,D,Sc,1,D-Sc-1,TRHO-D-Sc-1,TRHO,160,TL-HS-CA,TL,Home,Old,Absent,C5,2019,1,45.6,0,23,NA,0,5.9,3,17.7
TRHO,3,TRHO#3,D,Sc,4,D-Sc-4,TRHO-D-Sc-4,TRHO,162,TL-HS-CA,TL,Home,Old,Absent,D2,2019,1,45.4,0,42,NA,0,6.1,2.5,15.25
TRHO,3,TRHO#3,H,Sc,1,H-Sc-1,TRHO-H-Sc-1,TRHO,176,TR-HS-CP,TR,Home,Old,Present,C1,2019,1,45.5,0,55,NA,0,7.1,3.1,22.01
TRHO,3,TRHO#3,B,Sc,4,B-Sc-4,TRHO-B-Sc-4,TRHO,179,TR-HS-CP,TR,Home,Old,Present,C4,2019,1,53.8,0,96,NA,0,8.9,3.2,28.48
TRHO,4,TRHO#4,G,Sc,3,G-Sc-3,TRHO-G-Sc-3,TRHO,224,TL-HS-CP,TL,Home,Old,Present,A2,2019,1,22.8,0,16,NA,0,5.6,2.2,12.32
TRHO,4,TRHO#4,G,Sc,5,G-Sc-5,TRHO-G-Sc-5,TRHO,227,TL-HS-CP,TL,Home,Old,Present,A5,2019,1,33.4,0,26,NA,0,4.7,2.2,10.34
TRHO,4,TRHO#4,C,Sc,1,C-Sc-1,TRHO-C-Sc-1,TRHO,233,TL-HS-CP,TL,Home,Old,Present,C2,2019,1,41.4,0,50,NA,0,7.9,2.2,17.38
TRHO,4,TRHO#4,C,Sc,2,C-Sc-2,TRHO-C-Sc-2,TRHO,252,TR-HS-CA,TR,Home,Old,Absent,C4,2019,1,56.8,0,70,NA,0,7.6,3.2,24.32
TRHO,4,TRHO#4,F,Sc,4,F-Sc-4,TRHO-F-Sc-4,TRHO,256,TR-HS-CA,TR,Home,Old,Absent,D3,2019,1,44.2,0,45,NA,0,5.1,1.9,9.69
TRHO,4,TRHO#4,F,Sc,1,F-Sc-1,TRHO-F-Sc-1,TRHO,257,TR-HS-CA,TR,Home,Old,Absent,D4,2019,1,16.4,0,17,NA,0,5,1.9,9.5
TRHO,1,TRHO#1,H,Sc,3,H-Sc-3,TRHO-H-Sc-3,TRHO,41,BL-HS-CA,BL,Home,Old,Absent,A2,2020,1,69.4,0,28,3,1,23.1,13,300.3
TRHO,1,TRHO#1,B,Sc,2,B-Sc-2,TRHO-B-Sc-2,TRHO,51,BL-HS-CA,BL,Home,Old,Absent,C2,2020,1,16.8,0,18,2,1,5.1,2.4,12.24
TRHO,1,TRHO#1,E,Sc,1,E-Sc-1,TRHO-E-Sc-1,TRHO,59,BL-HS-CA,BL,Home,Old,Absent,D5,2020,1,72.1,0,22,2,1,20.2,13.6,274.72
TRHO,1,TRHO#1,C,Sc,3,C-Sc-3,TRHO-C-Sc-3,TRHO,65,BR-HS-CP,BR,Home,Old,Present,B1,2020,1,73.4,0,56,2,1,10.6,2.8,29.68
TRHO,1,TRHO#1,A,Sc,2,A-Sc-2,TRHO-A-Sc-2,TRHO,69,BR-HS-CP,BR,Home,Old,Present,B5,2020,1,21.4,0,56,1,0,11.8,2.6,30.68
TRHO,1,TRHO#1,C,Sc,5,C-Sc-5,TRHO-C-Sc-5,TRHO,78,BR-HS-CP,BR,Home,Old,Present,D4,2020,1,53.7,0,73,2,1,10.5,2.4,25.2
TRHO,2,TRHO#2,D,Sc,3,D-Sc-3,TRHO-D-Sc-3,TRHO,115,BL-HS-CP,BL,Home,Old,Present,A1,2020,1,74.9,0,69,2,1,9.9,2.5,24.75
TRHO,2,TRHO#2,D,Sc,2,D-Sc-2,TRHO-D-Sc-2,TRHO,124,BL-HS-CP,BL,Home,Old,Present,C2,2020,1,80.3,0,91,1,1,10.8,4.1,44.28
TRHO,2,TRHO#2,F,Sc,3,F-Sc-3,TRHO-F-Sc-3,TRHO,127,BL-HS-CP,BL,Home,Old,Present,C5,2020,1,54.4,0,46,1,1,12.4,3.7,45.88
TRHO,2,TRHO#2,A,Sc,4,A-Sc-4,TRHO-A-Sc-4,TRHO,135,BR-HS-CA,BR,Home,Old,Absent,A5,2020,1,38.1,0,70,2,1,11.6,2.9,33.64
TRHO,2,TRHO#2,H,Sc,2,H-Sc-2,TRHO-H-Sc-2,TRHO,141,BR-HS-CA,BR,Home,Old,Absent,C2,2020,1,62,0,75,2,1,10.2,3,30.6
TRHO,2,TRHO#2,A,Sc,1,A-Sc-1,TRHO-A-Sc-1,TRHO,144,BR-HS-CA,BR,Home,Old,Absent,C5,2020,1,69.3,0,127,2,1,9.1,2.4,21.84
TRHO,3,TRHO#3,H,Sc,5,H-Sc-5,TRHO-H-Sc-5,TRHO,152,TL-HS-CA,TL,Home,Old,Absent,B1,2020,1,83.9,0,121,2,1,8.9,2.7,24.03
TRHO,3,TRHO#3,D,Sc,1,D-Sc-1,TRHO-D-Sc-1,TRHO,160,TL-HS-CA,TL,Home,Old,Absent,C5,2020,1,62.3,0,39,1,1,11.2,3.7,41.44
TRHO,3,TRHO#3,D,Sc,4,D-Sc-4,TRHO-D-Sc-4,TRHO,162,TL-HS-CA,TL,Home,Old,Absent,D2,2020,1,73.9,0,95,2,1,9.1,2.1,19.11
TRHO,3,TRHO#3,H,Sc,1,H-Sc-1,TRHO-H-Sc-1,TRHO,176,TR-HS-CP,TR,Home,Old,Present,C1,2020,1,59.5,0,81,1,0,11.2,2.5,28
TRHO,3,TRHO#3,B,Sc,4,B-Sc-4,TRHO-B-Sc-4,TRHO,179,TR-HS-CP,TR,Home,Old,Present,C4,2020,1,76.5,0,113,2,1,8.8,1.9,16.72
TRHO,3,TRHO#3,A,Sc,3,A-Sc-3,TRHO-A-Sc-3,TRHO,180,TR-HS-CP,TR,Home,Old,Present,C5,2020,1,35.6,0,103,1,1,10.6,2.4,25.44
TRHO,4,TRHO#4,G,Sc,3,G-Sc-3,TRHO-G-Sc-3,TRHO,224,TL-HS-CP,TL,Home,Old,Present,A2,2020,1,16.8,0,13,1,0,12,2,24
TRHO,4,TRHO#4,G,Sc,5,G-Sc-5,TRHO-G-Sc-5,TRHO,227,TL-HS-CP,TL,Home,Old,Present,A5,2020,1,60.3,0,26,1,1,8.8,2.6,22.88
TRHO,4,TRHO#4,C,Sc,1,C-Sc-1,TRHO-C-Sc-1,TRHO,233,TL-HS-CP,TL,Home,Old,Present,C2,2020,1,82,0,150,1,1,11.7,3.8,44.46
TRHO,4,TRHO#4,C,Sc,2,C-Sc-2,TRHO-C-Sc-2,TRHO,252,TR-HS-CA,TR,Home,Old,Absent,C4,2020,1,89.1,0,356,3,1,9.1,2.7,24.57
TRHO,4,TRHO#4,F,Sc,4,F-Sc-4,TRHO-F-Sc-4,TRHO,256,TR-HS-CA,TR,Home,Old,Absent,D3,2020,1,34.9,0,278,2,1,10.2,2.6,26.52
TRHO,4,TRHO#4,F,Sc,1,F-Sc-1,TRHO-F-Sc-1,TRHO,257,TR-HS-CA,TR,Home,Old,Absent,D4,2020,1,50.6,0,236,2,1,11.1,2.6,28.86
TRHO,1,TRHO#1,H,Sc,3,H-Sc-3,TRHO-H-Sc-3,TRHO,41,BL-HS-CA,BL,Home,Old,Absent,A2,2021,1,74,0,74,1,1,10.2,2.7,27.54
TRHO,1,TRHO#1,B,Sc,2,B-Sc-2,TRHO-B-Sc-2,TRHO,51,BL-HS-CA,BL,Home,Old,Absent,C2,2021,1,34.2,0,33,2,2,7.8,3,23.4
TRHO,1,TRHO#1,E,Sc,1,E-Sc-1,TRHO-E-Sc-1,TRHO,59,BL-HS-CA,BL,Home,Old,Absent,D5,2021,1,94,0,74,2,1,11.7,2.9,33.93
TRHO,1,TRHO#1,C,Sc,3,C-Sc-3,TRHO-C-Sc-3,TRHO,65,BR-HS-CP,BR,Home,Old,Present,B1,2021,1,101,0,205,1,1,10.6,2.4,25.44
TRHO,1,TRHO#1,A,Sc,2,A-Sc-2,TRHO-A-Sc-2,TRHO,69,BR-HS-CP,BR,Home,Old,Present,B5,2021,1,88.1,0,220,3,1,10.6,2,21.2
TRHO,1,TRHO#1,C,Sc,5,C-Sc-5,TRHO-C-Sc-5,TRHO,78,BR-HS-CP,BR,Home,Old,Present,D4,2021,1,77.3,0,149,4,1,12.2,2.5,30.5
TRHO,2,TRHO#2,D,Sc,3,D-Sc-3,TRHO-D-Sc-3,TRHO,115,BL-HS-CP,BL,Home,Old,Present,A1,2021,1,87.5,0,159,3,1,9.5,3.1,29.45
TRHO,2,TRHO#2,D,Sc,2,D-Sc-2,TRHO-D-Sc-2,TRHO,124,BL-HS-CP,BL,Home,Old,Present,C2,2021,1,86,0,177,4,1,11.1,3,33.3
TRHO,2,TRHO#2,F,Sc,3,F-Sc-3,TRHO-F-Sc-3,TRHO,127,BL-HS-CP,BL,Home,Old,Present,C5,2021,1,79.5,0,112,2,1,11,3.2,35.2
TRHO,2,TRHO#2,A,Sc,4,A-Sc-4,TRHO-A-Sc-4,TRHO,135,BR-HS-CA,BR,Home,Old,Absent,A5,2021,1,81,0,305,2,1,11,3.5,38.5
TRHO,2,TRHO#2,H,Sc,2,H-Sc-2,TRHO-H-Sc-2,TRHO,141,BR-HS-CA,BR,Home,Old,Absent,C2,2021,1,77.5,0,251,5,1,10.3,3.2,32.96
TRHO,2,TRHO#2,A,Sc,1,A-Sc-1,TRHO-A-Sc-1,TRHO,144,BR-HS-CA,BR,Home,Old,Absent,C5,2021,1,78.9,0,245,1,1,10.1,2.7,27.27
TRHO,3,TRHO#3,H,Sc,5,H-Sc-5,TRHO-H-Sc-5,TRHO,152,TL-HS-CA,TL,Home,Old,Absent,B1,2021,1,92,0,286,1,1,11,3.4,37.4
TRHO,3,TRHO#3,D,Sc,1,D-Sc-1,TRHO-D-Sc-1,TRHO,160,TL-HS-CA,TL,Home,Old,Absent,C5,2021,1,84.3,0,230,1,1,11.4,3.2,36.48
TRHO,3,TRHO#3,D,Sc,4,D-Sc-4,TRHO-D-Sc-4,TRHO,162,TL-HS-CA,TL,Home,Old,Absent,D2,2021,1,90,0,389,6,1,11.3,2.8,31.64
TRHO,3,TRHO#3,H,Sc,1,H-Sc-1,TRHO-H-Sc-1,TRHO,176,TR-HS-CP,TR,Home,Old,Present,C1,2021,1,55.4,0,211,4,1,12.1,2.3,27.83
TRHO,3,TRHO#3,B,Sc,4,B-Sc-4,TRHO-B-Sc-4,TRHO,179,TR-HS-CP,TR,Home,Old,Present,C4,2021,1,62,0,244,3,1,11.1,3,33.3
TRHO,3,TRHO#3,A,Sc,3,A-Sc-3,TRHO-A-Sc-3,TRHO,180,TR-HS-CP,TR,Home,Old,Present,C5,2021,1,54.2,0,194,5,1,11,2.9,31.9
TRHO,4,TRHO#4,G,Sc,3,G-Sc-3,TRHO-G-Sc-3,TRHO,224,TL-HS-CP,TL,Home,Old,Present,A2,2021,1,9.4,0,7,1,0,8.2,1.6,13.12
TRHO,4,TRHO#4,G,Sc,5,G-Sc-5,TRHO-G-Sc-5,TRHO,227,TL-HS-CP,TL,Home,Old,Present,A5,2021,1,37,0,27,2,2,8.9,0.7,6.23
TRHO,4,TRHO#4,C,Sc,1,C-Sc-1,TRHO-C-Sc-1,TRHO,233,TL-HS-CP,TL,Home,Old,Present,C2,2021,1,52,0,222,2,1,11.5,4.4,50.6
TRHO,4,TRHO#4,C,Sc,2,C-Sc-2,TRHO-C-Sc-2,TRHO,252,TR-HS-CA,TR,Home,Old,Absent,C4,2021,1,92.3,0,500,8,1,9.5,3,28.5
TRHO,4,TRHO#4,F,Sc,4,F-Sc-4,TRHO-F-Sc-4,TRHO,256,TR-HS-CA,TR,Home,Old,Absent,D3,2021,1,115,0,217,2,1,10.3,4.9,50.47
TRHO,4,TRHO#4,F,Sc,1,F-Sc-1,TRHO-F-Sc-1,TRHO,257,TR-HS-CA,TR,Home,Old,Absent,D4,2021,1,84,0,500,5,1,11,3.5,38.5